id,RT_1,RT_2,RT_3,label
icsd_237409,0.153288,0.158332,0.172991,O
icsd_188637,0.109367,0.112207,0.123703,O
icsd_94467,0.145012,0.124931,0.162851,K
icsd_51076,0.10084,0.063587,0.069865,Al
icsd_75723,0.121253,0.125304,0.087448,O
icsd_189295,0.122181,0.120643,0.138083,O
icsd_78088,0.146952,0.146285,0.189475,O
icsd_155818,0.096971,0.10027,0.098002,F
icsd_237489,0.116847,0.131832,0.12261,O
icsd_160878,0.112694,0.11648,0.084784,O
icsd_202723,0.138696,0.143494,0.082155,O
icsd_91058,0.141884,0.146575,0.137939,O
icsd_85244,0.1063,0.109888,0.08394,O
icsd_181935,0.078314,0.081034,0.05729,O
icsd_50820,0.085622,0.088569,0.110922,Na
icsd_428758,0.14339,0.113744,0.140098,O
icsd_28200,0.108129,0.111774,0.115698,Na
icsd_85200,0.149724,0.154658,0.243082,O
icsd_150420,0.108452,0.11026,0.122676,O
icsd_236433,0.160582,0.165853,0.181523,O
icsd_33887,0.100616,0.104028,0.102062,K
icsd_36184,0.141482,0.14616,0.16332,O
icsd_1583,0.128727,0.135037,0.144557,Na
icsd_67951,0.118987,0.098958,0.134498,Ag
icsd_190071,0.163123,0.168472,0.201605,O
icsd_73985,0.183545,0.189527,0.146605,F
icsd_157548,0.087407,0.13801,0.151819,O
icsd_1103,0.113002,0.102398,0.099946,K
icsd_195756,0.153734,0.158792,0.173491,O
icsd_1063,0.143757,0.147174,0.163346,O
icsd_425936,0.128299,0.132569,0.144949,O
icsd_96556,0.09374,0.10962,0.119969,O
icsd_251094,0.131407,0.138672,0.151591,O
icsd_1831,0.075476,0.086868,0.095441,Cu
icsd_183968,0.142548,0.14726,0.160939,O
icsd_65062,0.06765,0.07004,0.076888,Ag
icsd_85671,0.128342,0.129535,0.144997,O
icsd_162672,0.055759,0.05778,0.057563,Li
icsd_47227,0.07955,0.108864,0.113493,K
icsd_414672,0.124326,0.107622,0.14049,K
icsd_75623,0.14788,0.152757,0.166922,O
icsd_71456,0.16719,0.141411,0.188592,F
icsd_82006,0.118847,0.122823,0.121949,O
icsd_90543,0.091099,0.094215,0.103202,O
icsd_164919,0.107261,0.110091,0.12134,O
icsd_48119,0.174239,0.18581,0.111137,K
icsd_44887,0.050399,0.052253,0.057529,Zn
icsd_290698,0.260111,0.267072,0.235385,O
icsd_169345,0.141624,0.125572,0.119881,O
icsd_28152,0.12146,0.125518,0.137274,O
icsd_237060,0.124005,0.128141,0.1188,O
icsd_74209,0.107321,0.11094,0.121407,F
icsd_380103,0.134029,0.134958,0.121388,K
icsd_35544,0.135279,0.139765,0.152781,Ag
icsd_52784,0.079667,0.082429,0.090374,Ca
icsd_31533,0.14309,0.139806,0.145252,K
icsd_168046,0.122501,0.142272,0.15551,O
icsd_415348,0.118199,0.135192,0.133614,Na
icsd_419010,0.134942,0.139418,0.114086,K
icsd_39634,0.118735,0.110717,0.134215,K
icsd_50089,0.120843,0.057287,0.101008,Cu
icsd_9926,0.109193,0.11287,0.035497,Cu
icsd_35660,0.071102,0.067029,0.073611,Zn
icsd_38226,0.102365,0.079123,0.115846,K
icsd_61199,0.091846,0.08343,0.072731,Li
icsd_184839,0.119504,0.123501,0.134362,O
icsd_74946,0.107507,0.126639,0.099963,Cu
icsd_191343,0.160647,0.16592,0.234015,O
icsd_89021,0.111285,0.115028,0.033888,Ag
icsd_418628,0.10939,0.113073,0.11185,O
icsd_40754,0.055826,0.057849,0.074627,Zn
icsd_248415,0.092131,0.095279,0.10436,Li
icsd_67999,0.102052,0.088922,0.097441,Cu
icsd_291413,0.231252,0.238714,0.180416,O
icsd_20452,0.065591,0.067917,0.09175,Li
icsd_100725,0.062621,0.059438,0.065349,Mg
icsd_193159,0.230325,0.227761,0.259441,O
icsd_81731,0.141036,0.145701,0.159242,K
icsd_71156,0.131521,0.155763,0.148564,K
icsd_245985,0.078939,0.098613,0.089556,Li
icsd_71788,0.118959,0.097239,0.127315,K
icsd_246476,0.115608,0.116193,0.131996,O
icsd_51201,0.054206,0.08966,0.069546,Li
icsd_195836,0.135265,0.218247,0.2114,O
icsd_15774,0.044172,0.045834,0.050541,Na
icsd_202688,0.151072,0.156048,0.221726,O
icsd_163554,0.077561,0.080258,0.08335,O
icsd_380153,0.0798,0.082566,0.09973,Ca
icsd_98734,0.144715,0.149493,0.153079,K
icsd_156785,0.080367,0.083151,0.091159,Ag
icsd_261332,0.122491,0.124508,0.136175,O
icsd_84378,0.071201,0.073701,0.080873,Cu
icsd_184482,0.051306,0.053189,0.058547,Zn
icsd_26608,0.10454,0.108073,0.109206,O
icsd_236901,0.152963,0.158587,0.171843,O
icsd_56314,0.055219,0.057223,0.157706,F
icsd_173033,0.138521,0.143108,0.158891,O
icsd_96722,0.151352,0.156336,0.245283,O
icsd_92826,0.108652,0.103128,0.106836,Na
icsd_75568,0.107836,0.114844,0.125656,O
icsd_108817,0.097751,0.101074,0.079746,O
icsd_54880,0.129883,0.134202,0.155172,K
icsd_430347,0.121214,0.125264,0.151014,O
icsd_245388,0.066459,0.068812,0.075552,Li
icsd_20147,0.114007,0.12756,0.139496,K
icsd_85405,0.056241,0.059555,0.105462,Cu
icsd_195832,0.125891,0.219597,0.142247,O
icsd_239705,0.07164,0.066673,0.081365,Zn
icsd_9366,0.125023,0.129191,0.141272,Na
icsd_88602,0.086552,0.089528,0.123178,O
icsd_238479,0.13418,0.10258,0.13317,O
icsd_159033,0.120037,0.110403,0.123169,O
icsd_184540,0.162028,0.167343,0.182799,O
icsd_417688,0.096056,0.099326,0.108765,Na
icsd_162063,0.121922,0.125465,0.137216,Na
icsd_169856,0.077978,0.080688,0.053172,O
icsd_64721,0.062345,0.06457,0.070935,Cu
icsd_182246,0.119921,0.110381,0.122954,O
icsd_159886,0.034319,0.035675,0.068335,Cu
icsd_169895,0.106148,0.105687,0.115742,O
icsd_92634,0.15309,0.158129,0.172769,O
icsd_185279,0.145484,0.133219,0.145657,O
icsd_194714,0.096711,0.100001,0.101063,O
icsd_65525,0.130007,0.13433,0.146865,K
icsd_628055,0.075122,0.077743,0.075911,Cu
icsd_186531,0.108925,0.327313,0.405961,O
icsd_423573,0.119903,0.134272,0.146698,O
icsd_31603,0.095203,0.098447,0.095939,Na
icsd_280699,0.07472,0.048827,0.056193,Zn
icsd_60539,0.073462,0.076032,0.08341,Li
icsd_161466,0.101644,0.106416,0.116482,O
icsd_90071,0.13893,0.143529,0.14253,F
icsd_237454,0.108071,0.111714,0.159819,Ag
icsd_168599,0.126117,0.130319,0.142499,O
icsd_166067,0.095228,0.098472,0.124472,O
icsd_194086,0.138406,0.214606,0.233801,O
icsd_77379,0.171918,0.17754,0.14696,O
icsd_238895,0.155843,0.160967,0.175858,O
icsd_290967,0.07451,0.077112,0.084586,Zn
icsd_165212,0.141158,0.145826,0.209604,F
icsd_107175,0.06394,0.066215,0.072493,Zn
icsd_164209,0.142768,0.147487,0.163413,O
icsd_430932,0.068794,0.10038,0.078171,O
icsd_187668,0.099463,0.110548,0.112589,O
icsd_248579,0.158909,0.164128,0.179299,O
icsd_181244,0.12527,0.129445,0.141549,F
icsd_188078,0.124415,0.128563,0.143384,O
icsd_246360,0.088045,0.091067,0.094477,O
icsd_642322,0.047835,0.049611,0.030294,Li
icsd_249957,0.057841,0.106513,0.117285,Cu
icsd_50217,0.122586,0.104087,0.113947,F
icsd_250792,0.153821,0.158881,0.173589,O
icsd_100679,0.149409,0.154334,0.151257,O
icsd_60378,0.064156,0.066437,0.072967,Zn
icsd_188674,0.209603,0.225358,0.236188,O
icsd_246244,0.111548,0.115298,0.133841,O
icsd_83525,0.165167,0.17058,0.186322,O
icsd_168996,0.230438,0.237875,0.276511,O
icsd_71762,0.06364,0.066975,0.061881,Cu
icsd_427626,0.093967,0.077755,0.085287,Ag
icsd_86629,0.166171,0.182363,0.199148,O
icsd_28730,0.123222,0.127335,0.139252,F
icsd_91937,0.147263,0.152121,0.16623,O
icsd_191529,0.069519,0.071966,0.075897,Li
icsd_94265,0.110599,0.148384,0.080488,O
icsd_262539,0.09749,0.120404,0.115416,O
icsd_67151,0.058043,0.124109,0.066107,Li
icsd_44282,0.10938,0.113063,0.123717,K
icsd_642714,0.057399,0.059471,0.065385,Mg
icsd_12128,0.141694,0.146184,0.175846,O
icsd_290451,0.049618,0.051449,0.058118,Li
icsd_291311,0.148622,0.153522,0.167755,O
icsd_84027,0.071378,0.073883,0.070187,Cu
icsd_42194,0.063846,0.066117,0.07249,Zn
icsd_26683,0.127972,0.132231,0.135413,O
icsd_55667,0.097363,0.100674,0.086742,Ca
icsd_4029,0.113582,0.11465,0.128433,F
icsd_421531,0.205331,0.211989,0.231394,O
icsd_173210,0.13404,0.096036,0.094967,Ag
icsd_421320,0.131702,0.136078,0.144589,O
icsd_68766,0.095454,0.098706,0.10809,K
icsd_94588,0.122285,0.126368,0.125755,O
icsd_191218,0.146143,0.150965,0.144993,O
icsd_47138,0.096243,0.108376,0.108975,K
icsd_62391,0.056661,0.05871,0.064557,Cu
icsd_182261,0.111046,0.114781,0.122295,Li
icsd_67545,0.053479,0.055388,0.053905,Al
icsd_188389,0.062716,0.064953,0.071352,Zn
icsd_184846,0.117272,0.121185,0.131486,O
icsd_88004,0.064506,0.09674,0.080544,Ag
icsd_9002,0.052147,0.054056,0.033365,Na
icsd_188473,0.08921,0.091851,0.101083,Li
icsd_196175,0.2002,0.237067,0.233507,O
icsd_156368,0.063287,0.065541,0.071992,Cu
icsd_192832,0.142802,0.147521,0.148846,O
icsd_424570,0.266047,0.156913,0.261871,O
icsd_190066,0.162735,0.168073,0.201198,O
icsd_162682,0.160284,0.165545,0.205969,O
icsd_240511,0.112357,0.116133,0.127059,K
icsd_252185,0.074969,0.077586,0.085102,Li
icsd_90565,0.100574,0.103984,0.113835,O
icsd_72175,0.091144,0.069588,0.099826,Mg
icsd_411402,0.103877,0.155687,0.118996,Na
icsd_21111,0.070973,0.073466,0.080617,F
icsd_159034,0.119415,0.109794,0.12212,O
icsd_22411,0.118565,0.122532,0.134024,O
icsd_153450,0.11332,0.136636,0.149765,O
icsd_404111,0.099078,0.102442,0.112157,O
icsd_89770,0.139696,0.140097,0.157738,O
icsd_170677,0.124035,0.128172,0.116687,O
icsd_15734,0.089289,0.092349,0.101171,Ag
icsd_23290,0.075249,0.104298,0.066619,Cu
icsd_161723,0.084386,0.087295,0.074122,Cu
icsd_159433,0.126601,0.125298,0.143043,O
icsd_20609,0.150831,0.1558,0.157951,O
icsd_166571,0.118324,0.130489,0.133743,K
icsd_430195,0.130924,0.135275,0.142919,O
icsd_59958,0.118696,0.122668,0.134172,K
icsd_9641,0.23629,0.243907,0.28506,O
icsd_186883,0.041663,0.043247,0.047726,Na
icsd_413972,0.092256,0.162432,0.104501,Cu
icsd_413350,0.060408,0.059919,0.068761,Cu
icsd_169890,0.105707,0.105371,0.115345,O
icsd_252614,0.045473,0.047175,0.050358,Zn
icsd_83435,0.0545,0.084455,0.062131,Al
icsd_192122,0.096861,0.100142,0.109654,O
icsd_62998,0.065548,0.067872,0.08036,Zn
icsd_200597,0.080169,0.083665,0.10237,Na
icsd_35629,0.108134,0.119054,0.125154,O
icsd_89676,0.127549,0.131796,0.144107,O
icsd_66201,0.11262,0.066482,0.073016,Na
icsd_25022,0.176819,0.182593,0.142437,F
icsd_35382,0.139934,0.144564,0.209361,F
icsd_82028,0.14255,0.147245,0.163154,O
icsd_83792,0.139878,0.151801,0.165882,O
icsd_171065,0.137901,0.138378,0.151272,O
icsd_89506,0.092466,0.106855,0.104736,K
icsd_247716,0.148075,0.152958,0.154579,O
icsd_63492,0.115412,0.119079,0.130265,K
icsd_16976,0.165621,0.198074,0.221549,O
icsd_202823,0.089935,0.093015,0.090683,Mg
icsd_261535,0.139444,0.12471,0.135884,O
icsd_240430,0.09628,0.099558,0.101474,O
icsd_421924,0.292046,0.301413,0.373589,F
icsd_39620,0.112129,0.220489,0.159792,O
icsd_24475,0.11983,0.123837,0.135444,K
icsd_248918,0.206783,0.213486,0.233023,O
icsd_55692,0.137348,0.128267,0.166964,F
icsd_94586,0.124988,0.129155,0.128032,O
icsd_41146,0.149265,0.162197,0.24818,O
icsd_183618,0.167402,0.172884,0.174777,O
icsd_69958,0.100334,0.103737,0.113567,Na
icsd_202724,0.138447,0.143237,0.082361,O
icsd_238732,0.090841,0.092776,0.102913,Al
icsd_425937,0.134659,0.139126,0.152086,O
icsd_193982,0.079412,0.082166,0.065389,Cu
icsd_65764,0.083268,0.086142,0.095662,Li
icsd_2282,0.140707,0.145361,0.153151,O
icsd_169694,0.154829,0.159921,0.173274,O
icsd_1868,0.155055,0.205362,0.182808,O
icsd_19027,0.113476,0.117286,0.128314,K
icsd_415490,0.038646,0.054362,0.059824,Cu
icsd_202601,0.209924,0.222927,0.250538,O
icsd_164803,0.063153,0.065403,0.022512,Li
icsd_193758,0.126346,0.133011,0.209237,O
icsd_245416,0.112126,0.115894,0.126799,Na
icsd_183502,0.063626,0.065891,0.059049,Al
icsd_23876,0.092854,0.096025,0.105172,Li
icsd_73747,0.162473,0.199138,0.217406,O
icsd_81772,0.091271,0.124114,0.106955,K
icsd_193491,0.145304,0.150101,0.150329,O
icsd_194936,0.141283,0.145955,0.145828,O
icsd_246413,0.097057,0.100358,0.10205,O
icsd_150297,0.061804,0.064047,0.070328,Cu
icsd_290017,0.073786,0.076366,0.083774,Zn
icsd_169901,0.106131,0.10599,0.117374,O
icsd_238678,0.167279,0.172757,0.171306,O
icsd_83920,0.110629,0.148518,0.080642,O
icsd_1728,0.117839,0.131162,0.143417,K
icsd_200928,0.151688,0.156683,0.171196,O
icsd_93880,0.061198,0.132599,0.105406,Ag
icsd_85094,0.120304,0.120281,0.131574,Na
icsd_162917,0.103644,0.106915,0.117281,O
icsd_291358,0.170938,0.17653,0.192798,O
icsd_61496,0.112546,0.123367,0.115237,Na
icsd_190695,0.124442,0.128592,0.14062,O
icsd_156654,0.083026,0.103228,0.094143,Cu
icsd_201284,0.137734,0.140037,0.131687,K
icsd_95381,0.095633,0.09889,0.10829,Li
icsd_163428,0.051348,0.053232,0.058594,Cu
icsd_245981,0.090262,0.083587,0.083718,Li
icsd_30026,0.148938,0.153848,0.16811,O
icsd_261847,0.089371,0.092434,0.101264,Ca
icsd_26743,0.058995,0.061832,0.067955,Cu
icsd_60549,0.088401,0.091434,0.065881,Ca
icsd_183204,0.146194,0.151018,0.214622,O
icsd_291608,0.064561,0.066855,0.073422,Ca
icsd_26914,0.080692,0.083485,0.091523,F
icsd_239413,0.099013,0.102377,0.152307,O
icsd_94180,0.13547,0.139962,0.152996,O
icsd_158375,0.183444,0.197498,0.254679,O
icsd_77943,0.108839,0.112505,0.120423,O
icsd_67984,0.118726,0.122699,0.129002,Ag
icsd_82066,0.121041,0.125086,0.129974,O
icsd_9686,0.154153,0.150748,0.173962,O
icsd_48198,0.128172,0.132438,0.142279,K
icsd_604,0.105123,0.108674,0.11894,K
icsd_261580,0.14037,0.189023,0.206397,O
icsd_424027,0.136775,0.141308,0.167804,K
icsd_196026,0.111886,0.12083,0.122802,O
icsd_14180,0.131764,0.137205,0.147957,Na
icsd_196230,0.074682,0.077289,0.04571,O
icsd_39814,0.088338,0.08317,0.095878,Li
icsd_421856,0.147636,0.170493,0.170164,O
icsd_290893,0.089859,0.092937,0.101811,O
icsd_30249,0.143982,0.148737,0.181163,O
icsd_71230,0.118724,0.103831,0.134032,Na
icsd_162920,0.088027,0.091048,0.099677,O
icsd_168709,0.097995,0.101291,0.098174,O
icsd_203030,0.062748,0.090885,0.073341,Li
icsd_423745,0.161232,0.163724,0.178258,O
icsd_65459,0.114774,0.118624,0.156334,K
icsd_95714,0.155574,0.160689,0.175556,O
icsd_200238,0.152383,0.149873,0.16124,O
icsd_181177,0.101597,0.107199,0.117335,O
icsd_18121,0.058298,0.065899,0.073712,Cu
icsd_408553,0.029114,0.030309,0.033643,Li
icsd_50474,0.136296,0.140813,0.169343,F
icsd_67280,0.150048,0.10553,0.117144,Na
icsd_68365,0.051257,0.053609,0.058492,Al
icsd_412074,0.074494,0.03678,0.045127,Cu
icsd_419587,0.126032,0.122508,0.142405,Na
icsd_71085,0.086577,0.089553,0.098128,Li
icsd_248611,0.154782,0.159873,0.174668,O
icsd_171908,0.060771,0.062947,0.069168,Cu
icsd_15395,0.185701,0.19175,0.30503,O
icsd_412837,0.07769,0.080391,0.077197,O
icsd_240445,0.048513,0.050309,0.055412,O
icsd_93014,0.190845,0.197054,0.215138,O
icsd_94669,0.126692,0.130948,0.147969,F
icsd_74408,0.109555,0.113244,0.119787,Na
icsd_86168,0.078231,0.080948,0.088762,Li
icsd_61682,0.1162,0.120094,0.13137,Na
icsd_187561,0.082385,0.065455,0.069621,Cu
icsd_159544,0.148998,0.153909,0.181662,O
icsd_172721,0.148945,0.153854,0.241691,O
icsd_160638,0.119015,0.122997,0.108487,O
icsd_59983,0.118792,0.111054,0.113366,K
icsd_41527,0.059567,0.061706,0.067817,Zn
icsd_423609,0.116574,0.138085,0.127248,O
icsd_200572,0.125135,0.131213,0.172082,K
icsd_88029,0.149898,0.154837,0.169187,O
icsd_414274,0.073082,0.060175,0.075689,Cu
icsd_81113,0.076768,0.07944,0.087121,Zn
icsd_188080,0.122322,0.126404,0.13699,O
icsd_92475,0.109632,0.155304,0.131435,K
icsd_50444,0.050218,0.05544,0.105737,Cu
icsd_417675,0.118154,0.122109,0.169082,Ag
icsd_31918,0.14475,0.14953,0.027399,Cu
icsd_261452,0.144215,0.153503,0.168963,O
icsd_71540,0.147665,0.152535,0.117067,K
icsd_428041,0.215818,0.213438,0.232972,F
icsd_86138,0.033831,0.035172,0.038936,Mg
icsd_196038,0.159211,0.164439,0.165056,O
icsd_79672,0.054504,0.059374,0.062136,Al
icsd_401202,0.199112,0.205577,0.187926,O
icsd_35332,0.168746,0.17427,0.190338,K
icsd_427845,0.110394,0.114109,0.122968,Li
icsd_35144,0.148178,0.176646,0.170548,O
icsd_202200,0.077,0.07968,0.087381,O
icsd_628089,0.069044,0.071477,0.071879,Cu
icsd_28543,0.088869,0.099392,0.134909,Na
icsd_78342,0.117631,0.145809,0.164977,O
icsd_155942,0.053191,0.055133,0.076146,Cu
icsd_203173,0.177968,0.240628,0.262567,F
icsd_67235,0.080414,0.083199,0.185278,Zn
icsd_107143,0.06386,0.066132,0.072493,Zn
icsd_188111,0.078419,0.079643,0.074009,Li
icsd_69229,0.091856,0.094996,0.032921,Cu
icsd_156276,0.046708,0.048448,0.072512,Cu
icsd_156530,0.121325,0.125378,0.137122,O
icsd_260955,0.267563,0.271327,0.288012,F
icsd_1504,0.153607,0.158661,0.228522,O
icsd_290452,0.049751,0.051586,0.052404,Li
icsd_247127,0.232769,0.240277,0.357401,O
icsd_21064,0.193172,0.203999,0.217749,O
icsd_193882,0.249289,0.260899,0.214453,O
icsd_202658,0.283161,0.294125,0.29724,O
icsd_72321,0.124441,0.124888,0.140619,F
icsd_412477,0.06686,0.062399,0.081933,Ag
icsd_425849,0.137431,0.132936,0.160718,O
icsd_68067,0.076296,0.078954,0.086591,Li
icsd_86117,0.125916,0.13753,0.150348,K
icsd_182601,0.124766,0.121693,0.153511,F
icsd_26207,0.151681,0.156676,0.168819,F
icsd_187942,0.144097,0.162447,0.177519,O
icsd_191421,0.091021,0.094135,0.103115,O
icsd_261228,0.158593,0.172725,0.152709,O
icsd_19011,0.075795,0.078437,0.082068,O
icsd_426243,0.138217,0.135221,0.152657,O
icsd_239560,0.160749,0.166487,0.181364,O
icsd_413680,0.069199,0.034783,0.047442,Cu
icsd_26450,0.076326,0.078984,0.086624,Ag
icsd_407752,0.206081,0.212762,0.232235,O
icsd_170039,0.09689,0.106961,0.064838,Li
icsd_239547,0.130024,0.136122,0.157123,O
icsd_1693,0.120764,0.122076,0.133527,K
icsd_159534,0.162946,0.161829,0.18383,O
icsd_37395,0.063999,0.066276,0.072243,Zn
icsd_245130,0.120811,0.103564,0.11974,O
icsd_262078,0.131222,0.135582,0.148229,K
icsd_171811,0.101969,0.103579,0.115401,F
icsd_160640,0.09463,0.097856,0.104114,O
icsd_238747,0.148444,0.153339,0.167556,O
icsd_44272,0.095393,0.098642,0.108021,F
icsd_190771,0.0523,0.083485,0.068794,Li
icsd_159063,0.131352,0.143913,0.170022,O
icsd_429332,0.159875,0.176799,0.173056,O
icsd_427482,0.106509,0.119613,0.119589,O
icsd_247301,0.131008,0.135361,0.147988,O
icsd_280318,0.127479,0.131723,0.123141,K
icsd_52240,0.073903,0.076486,0.083905,Na
icsd_408583,0.072981,0.085198,0.095885,Cu
icsd_39761,0.079658,0.084877,0.090364,Li
icsd_16264,0.143013,0.143382,0.156718,K
icsd_6085,0.079923,0.082693,0.090661,Li
icsd_427481,0.107656,0.119574,0.118962,O
icsd_62101,0.091183,0.153322,0.147933,Na
icsd_59588,0.091833,0.087338,0.066596,Na
icsd_97766,0.154634,0.159721,0.1718,O
icsd_68524,0.071161,0.095904,0.068662,Cu
icsd_246412,0.096954,0.100252,0.100475,O
icsd_60896,0.165646,0.145244,0.160092,K
icsd_23849,0.127031,0.131262,0.143526,O
icsd_430560,0.14364,0.148386,0.161857,O
icsd_201661,0.149107,0.154022,0.186054,O
icsd_413921,0.127132,0.127619,0.143638,O
icsd_31283,0.130301,0.118852,0.114588,Li
icsd_158659,0.145224,0.148608,0.163941,O
icsd_71434,0.084439,0.087349,0.095729,Na
icsd_184833,0.120008,0.12402,0.139623,O
icsd_84226,0.140362,0.145006,0.158486,O
icsd_32511,0.131822,0.132447,0.151186,O
icsd_184010,0.121964,0.126037,0.137839,O
icsd_23143,0.070084,0.072549,0.079619,F
icsd_97747,0.147831,0.158906,0.173615,O
icsd_23754,0.1383,0.119172,0.178691,O
icsd_250999,0.111008,0.114742,0.120529,O
icsd_420878,0.121128,0.120092,0.136901,O
icsd_422425,0.158291,0.16349,0.121313,O
icsd_260974,0.132957,0.106423,0.11649,Ag
icsd_150348,0.110053,0.112127,0.124473,O
icsd_250222,0.123663,0.156454,0.216541,O
icsd_185364,0.115066,0.13073,0.133155,O
icsd_109172,0.099204,0.103063,0.112832,Li
icsd_411771,0.082901,0.070297,0.078563,Cu
icsd_81505,0.131584,0.135955,0.140691,O
icsd_90827,0.06624,0.068585,0.075113,Cu
icsd_41659,0.111024,0.116882,0.127874,O
icsd_193493,0.145184,0.149977,0.142957,O
icsd_246005,0.110261,0.145821,0.159373,Ca
icsd_161055,0.076239,0.078895,0.086527,Mg
icsd_236159,0.111996,0.114673,0.126653,O
icsd_194473,0.157011,0.132094,0.177169,O
icsd_40280,0.104899,0.108444,0.118689,K
icsd_33869,0.074777,0.07544,0.082767,Na
icsd_195812,0.141984,0.146677,0.141932,O
icsd_193329,0.161316,0.166609,0.182,O
icsd_158752,0.189695,0.205511,0.36764,O
icsd_184780,0.114155,0.117986,0.111223,O
icsd_93058,0.106716,0.124145,0.145287,K
icsd_30522,0.122638,0.143602,0.156958,O
icsd_251575,0.234353,0.114775,0.211889,F
icsd_64962,0.127379,0.122427,0.113767,Li
icsd_290496,0.151357,0.156341,0.21676,O
icsd_150769,0.117669,0.110044,0.118964,O
icsd_66334,0.062251,0.064473,0.064868,Mg
icsd_250040,0.105307,0.103264,0.134214,Ag
icsd_245059,0.175088,0.2002,0.218562,O
icsd_38212,0.107936,0.111575,0.122098,O
icsd_250466,0.194061,0.1951,0.213011,O
icsd_90523,0.089938,0.093019,0.1019,O
icsd_94270,0.143966,0.148721,0.214349,F
icsd_100482,0.096187,0.099462,0.068588,Na
icsd_52390,0.079478,0.082234,0.090161,Ca
icsd_424864,0.086034,0.088994,0.097519,O
icsd_185810,0.090163,0.093251,0.102153,O
icsd_245184,0.05806,0.076069,0.072776,Li
icsd_195789,0.126146,0.220049,0.142532,O
icsd_167291,0.150694,0.155658,0.17008,O
icsd_300103,0.069423,0.071867,0.078877,Cu
icsd_162061,0.177032,0.182812,0.187352,O
icsd_421643,0.117199,0.121072,0.132435,Na
icsd_50805,0.07449,0.077091,0.118524,Ca
icsd_250790,0.201475,0.20766,0.156887,O
icsd_261492,0.107149,0.109763,0.121214,O
icsd_180289,0.077185,0.07987,0.066866,Li
icsd_182753,0.165753,0.171184,0.210575,O
icsd_193498,0.147846,0.175249,0.166889,O
icsd_172731,0.149625,0.154556,0.173104,O
icsd_429730,0.090163,0.090179,0.098809,Al
icsd_151573,0.139981,0.144612,0.158057,O
icsd_261836,0.176423,0.161171,0.199647,O
icsd_98452,0.230043,0.180955,0.197615,Ag
icsd_64630,0.065812,0.068211,0.0797,Cu
icsd_42178,0.063825,0.066095,0.072498,Zn
icsd_71367,0.068354,0.055152,0.077678,Li
icsd_68881,0.076447,0.083255,0.092181,Zn
icsd_193163,0.222442,0.215037,0.250596,O
icsd_155308,0.08143,0.084247,0.091553,O
icsd_14162,0.168134,0.173638,0.189651,K
icsd_167564,0.132473,0.200966,0.149633,O
icsd_202138,0.057802,0.061945,0.079459,Cu
icsd_245385,0.093607,0.100216,0.152803,K
icsd_53851,0.07448,0.077081,0.084553,Ag
icsd_248604,0.156715,0.161865,0.176836,O
icsd_182580,0.070995,0.093639,0.085243,Li
icsd_99677,0.041476,0.052383,0.05767,Cu
icsd_160304,0.076843,0.082672,0.087204,Zn
icsd_84306,0.067091,0.069463,0.068016,Cu
icsd_261239,0.069981,0.072443,0.07925,Li
icsd_9671,0.117681,0.144748,0.169174,O
icsd_187204,0.110855,0.114583,0.125089,O
icsd_66997,0.080605,0.083396,0.119981,Al
icsd_51313,0.106609,0.133426,0.114487,K
icsd_201803,0.072272,0.074805,0.082075,Al
icsd_183736,0.156787,0.16194,0.102623,O
icsd_91475,0.149942,0.140423,0.169237,O
icsd_90537,0.090544,0.093643,0.10258,O
icsd_74830,0.210069,0.216874,0.226256,F
icsd_200931,0.161007,0.167551,0.18209,O
icsd_409773,0.109941,0.082406,0.087506,K
icsd_195934,0.127124,0.146146,0.163038,O
icsd_164960,0.074533,0.077136,0.084612,Ag
icsd_94002,0.142536,0.147247,0.163135,O
icsd_30435,0.136154,0.155742,0.147884,F
icsd_181463,0.132061,0.136447,0.452845,O
icsd_63491,0.114062,0.112861,0.11939,K
icsd_162542,0.113516,0.137183,0.164691,O
icsd_62037,0.074348,0.076515,0.076598,Al
icsd_202237,0.126854,0.131079,0.143326,Na
icsd_154982,0.08232,0.085164,0.093351,Li
icsd_168999,0.12088,0.12492,0.136623,O
icsd_15023,0.194018,0.200325,0.199134,O
icsd_61086,0.046459,0.054388,0.062647,Li
icsd_280048,0.130145,0.134472,0.14702,O
icsd_421379,0.154756,0.134899,0.147484,O
icsd_78089,0.144969,0.145921,0.18946,O
icsd_6323,0.126923,0.13115,0.143405,O
icsd_158514,0.170892,0.178082,0.205137,O
icsd_196050,0.1521,0.157108,0.157265,O
icsd_251547,0.173725,0.146702,0.157046,O
icsd_191679,0.133885,0.138296,0.151217,O
icsd_202657,0.123922,0.128056,0.140037,Na
icsd_238620,0.198622,0.205072,0.223865,O
icsd_83132,0.107333,0.110953,0.090603,O
icsd_184766,0.155514,0.160627,0.175489,O
icsd_185443,0.108486,0.110233,0.122716,O
icsd_26154,0.06334,0.065596,0.072051,Zn
icsd_48105,0.217299,0.224328,0.288882,O
icsd_425428,0.141719,0.146404,0.182001,F
icsd_76270,0.146568,0.151404,0.217306,F
icsd_31356,0.070979,0.100096,0.080624,K
icsd_192400,0.099188,0.103626,0.11228,O
icsd_193757,0.182329,0.130191,0.147835,O
icsd_60847,0.153002,0.158037,0.029797,Cu
icsd_422417,0.176074,0.077815,0.085351,F
icsd_191629,0.103024,0.10651,0.116535,O
icsd_261305,0.196411,0.205179,0.218112,O
icsd_240435,0.080161,0.082938,0.084883,O
